Kind,Name,CountClassCoupled,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/examples/mapreduce/org/apache/hadoop/hbase/mapreduce/IndexBuilder.java",,85,,,10
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/examples/mapreduce/org/apache/hadoop/hbase/mapreduce/SampleUploader.java",,70,,,8
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/examples/thrift/DemoClient.java",,231,,,29
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/Abortable.java",,4,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/Chore.java",,51,,,11
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/ClockOutOfSyncException.java",,7,,,1
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/ClusterStatus.java",,159,,,32
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/Coprocessor.java",,19,,,4
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/CoprocessorEnvironment.java",,13,,,7
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/DoNotRetryIOException.java",,13,,,3
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/DroppedSnapshotException.java",,10,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/HBaseConfiguration.java",,74,,,12
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBase/hbase-0.92.0/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java",,414,,,94
